,-100 s,-99 s,-98 s,-97 s,-96 s,-95 s,-94 s,-93 s,-92 s,-91 s,-90 s,-89 s,-88 s,-87 s,-86 s,-85 s,-84 s,-83 s,-82 s,-81 s,-80 s,-79 s,-78 s,-77 s,-76 s,-75 s,-74 s,-73 s,-72 s,-71 s,-70 s,-69 s,-68 s,-67 s,-66 s,-65 s,-64 s,-63 s,-62 s,-61 s,-60 s,-59 s,-58 s,-57 s,-56 s,-55 s,-54 s,-53 s,-52 s,-51 s,-50 s,-49 s,-48 s,-47 s,-46 s,-45 s,-44 s,-43 s,-42 s,-41 s,-40 s,-39 s,-38 s,-37 s,-36 s,-35 s,-34 s,-33 s,-32 s,-31 s,-30 s,-29 s,-28 s,-27 s,-26 s,-25 s,-24 s,-23 s,-22 s,-21 s,-20 s,-19 s,-18 s,-17 s,-16 s,-15 s,-14 s,-13 s,-12 s,-11 s,-10 s,-9 s,-8 s,-7 s,-6 s,-5 s,-4 s,-3 s,-2 s,-1 s,0 s,1 s,2 s,3 s,4 s,5 s,6 s,7 s,8 s,9 s,10 s,11 s,12 s,13 s,14 s,15 s,16 s,17 s,18 s,19 s,20 s,21 s,22 s,23 s,24 s,25 s,26 s,27 s,28 s,29 s,30 s,31 s,32 s,33 s,34 s,35 s,36 s,37 s,38 s,39 s,40 s,41 s,42 s,43 s,44 s,45 s,46 s,47 s,48 s,49 s,50 s,51 s,52 s,53 s,54 s,55 s,56 s,57 s,58 s,59 s,60 s,61 s,62 s,63 s,64 s,65 s,66 s,67 s,68 s,69 s,70 s,71 s,72 s,73 s,74 s,75 s,76 s,77 s,78 s,79 s,80 s,81 s,82 s,83 s,84 s,85 s,86 s,87 s,88 s,89 s,90 s,91 s,92 s,93 s,94 s,95 s,96 s,97 s,98 s,99 s,100 s
第208节龙身x (m),-16.148735,-16.096975,-15.983595,-15.808971,-15.573711,-15.278662,-14.924904,-14.513746,-14.046725,-13.525602,-12.952349,-12.329154,-11.658401,-10.942673,-10.184735,-9.387527,-8.554154,-7.687873,-6.792084,-5.87031,-4.926193,-3.963474,-2.98598,-1.997609,-1.002316,-0.004096,0.993031,1.985038,2.967904,3.937633,4.890271,5.821919,6.728751,7.607031,8.453129,9.263533,10.034869,10.763913,11.447604,12.083061,12.667592,13.19871,13.674142,14.091841,14.449995,14.747036,14.981649,15.152778,15.259632,15.30169,15.278704,15.190703,15.037994,14.82116,14.541064,14.198841,13.7959,13.333914,12.814819,12.240806,11.614311,10.938006,10.214792,9.447783,8.640296,7.795839,6.918094,6.010901,5.078244,4.124236,3.153096,2.169135,1.176736,0.180334,-0.815602,-1.806592,-2.78816,-3.755861,-4.705295,-5.632133,-6.532131,-7.401156,-8.235202,-9.030411,-9.783091,-10.489731,-11.147025,-11.751884,-12.30145,-12.793117,-13.224538,-13.593643,-13.898646,-14.138059,-14.310697,-14.41569,-14.452483,-14.420847,-14.320879,-14.153,-13.917964,-13.622095,-13.27041,-12.853307,-12.3707,-11.828754,-11.233306,-10.5822,-9.883072,-9.136806,-8.289282,-7.589732,-7.07655,-6.476494,-5.52448,-4.164236,-3.019303,-2.068975,-1.032356,-0.06363,0.931309,1.947909,2.880582,3.884707,4.803928,5.714061,6.626229,7.435026,8.278915,9.030708,9.740826,10.429876,11.011103,11.585418,12.06946,12.488977,12.861983,13.138963,13.368094,13.51566,13.590974,13.594442,13.52812,13.381725,13.166416,12.888794,12.517738,12.112975,11.611719,11.055266,10.463018,9.763798,9.070709,8.28434,7.456474,6.630895,5.696907,4.806495,3.84488,2.856168,1.911539,0.871831,-0.094486,-1.095887,-2.107882,-3.039147,-4.037186,-4.943009,-5.841868,-6.731387,-7.516648,-8.328376,-9.041051,-9.708538,-10.342976,-10.868018,-11.373441,-11.783683,-12.123558,-12.404266,-12.590159,-12.713291,-12.752863,-12.716447,-12.595661,-12.411386,-12.133825,-11.788321,-11.382918,-10.873769,-10.342632,-9.708552,-9.022867,-8.312085,-7.489454,-6.688588,-5.798738,-4.873919,-3.969433,-2.960741,-2.012362
第208节龙身y (m),0.067161,1.064492,2.056697,3.039961,4.010492,4.964535,5.898389,6.808417,7.691065,8.542875,9.360497,10.140704,10.880407,11.576664,12.226695,12.827896,13.377844,13.874313,14.315281,14.69894,15.023705,15.288221,15.491368,15.63227,15.710297,15.72507,15.676463,15.564608,15.389891,15.152955,14.854699,14.496272,14.079077,13.604757,13.075198,12.492519,11.859062,11.177389,10.450269,9.680667,8.871738,8.026806,7.149361,6.243038,5.311604,4.358947,3.389054,2.406,1.413929,0.417036,-0.580448,-1.574279,-2.56021,-3.534016,-4.491511,-5.428562,-6.341113,-7.2252,-8.076968,-8.892688,-9.668779,-10.401818,-11.088559,-11.725947,-12.311136,-12.841498,-13.314637,-13.728405,-14.080906,-14.370513,-14.595871,-14.75591,-14.849845,-14.877187,-14.837743,-14.731624,-14.559237,-14.321294,-14.018806,-13.653082,-13.22572,-12.738611,-12.193921,-11.594089,-10.94182,-10.240064,-9.492014,-8.701087,-7.870912,-7.005312,-6.108289,-5.184004,-4.236761,-3.270988,-2.291212,-1.302043,-0.308149,0.685762,1.674969,2.654758,3.620444,4.552648,5.446514,6.327201,7.188364,8.015743,8.80064,9.545682,10.241777,10.888233,11.52172,11.975269,12.272436,12.584881,13.009238,13.477413,13.756003,13.911938,14.006913,14.026083,13.976002,13.850897,13.668566,13.396774,13.075159,12.682692,12.208105,11.711168,11.105334,10.477848,9.793968,9.025783,8.275822,7.412878,6.55498,5.66873,4.702998,3.795104,2.787478,1.807357,0.835056,-0.203073,-1.151367,-2.169864,-3.143964,-4.073459,-5.045518,-5.908557,-6.800693,-7.636693,-8.398865,-9.171692,-9.831385,-10.476319,-11.056111,-11.547636,-12.012384,-12.374554,-12.684719,-12.921969,-13.075287,-13.164054,-13.17272,-13.106695,-12.961094,-12.754629,-12.452057,-12.099307,-11.668753,-11.154353,-10.616789,-9.964479,-9.294227,-8.563408,-7.749322,-6.957084,-6.049592,-5.154077,-4.231674,-3.234389,-2.302315,-1.274731,-0.2835,0.69239,1.724625,2.658465,3.65007,4.587748,5.469545,6.378412,7.171908,7.974754,8.711819,9.364557,10.006453,10.533987,11.023929,11.438914,11.761286,12.031341,12.20442
第209节龙身x (m),-16.098953,-16.149211,-16.137755,-16.064566,-15.929864,-15.734105,-15.47798,-15.162418,-14.788577,-14.357848,-13.871845,-13.332403,-12.74157,-12.101602,-11.414954,-10.684272,-9.912384,-9.102288,-8.257143,-7.380256,-6.475071,-5.545154,-4.594183,-3.62593,-2.644247,-1.653056,-0.656324,0.341942,1.337719,2.326979,3.305711,4.269929,5.215698,6.139144,7.036469,7.903973,8.738066,9.535283,10.292299,11.005947,11.673226,12.29132,12.857608,13.369674,13.825325,14.222594,14.559752,14.835318,15.048068,15.197035,15.281523,15.301104,15.255627,15.145216,14.970275,14.731484,14.4298,14.066452,13.642942,13.161035,12.622756,12.03038,11.386425,10.693646,9.955015,9.17372,8.353144,7.496856,6.608593,5.692247,4.751847,3.791544,2.81559,1.828322,0.834142,-0.162502,-1.157137,-2.145282,-3.122472,-4.084276,-5.026318,-5.944296,-6.834006,-7.691358,-8.512395,-9.293317,-10.030493,-10.720484,-11.360058,-11.946205,-12.476156,-12.947393,-13.357666,-13.705002,-13.987721,-14.204438,-14.354078,-14.435882,-14.449407,-14.39454,-14.271489,-14.084318,-13.837443,-13.524206,-13.143791,-12.700681,-12.199663,-11.638887,-11.02488,-10.358426,-9.590009,-8.947799,-8.472597,-7.91292,-7.016749,-5.720341,-4.615767,-3.690191,-2.671823,-1.712028,-0.718092,0.306165,1.253816,2.282977,3.233736,4.18388,5.145814,6.007814,6.917651,7.738703,8.525179,9.300888,9.967485,10.640839,11.224103,11.746839,12.23309,12.617213,12.965994,13.230661,13.422825,13.551801,13.600804,13.579006,13.483598,13.321091,13.071205,12.774745,12.386234,11.936249,11.441854,10.842757,10.235999,9.53499,8.78491,8.026328,7.156971,6.31826,5.402536,4.450951,3.532734,2.512189,1.554508,0.552709,-0.46955,-1.419349,-2.447478,-3.390469,-4.336397,-5.283702,-6.130589,-7.01834,-7.810224,-8.56509,-9.297897,-9.919565,-10.536626,-11.057932,-11.513064,-11.919301,-12.223336,-12.477605,-12.644544,-12.734358,-12.748005,-12.686182,-12.539557,-12.318787,-12.031568,-11.645223,-11.22223,-10.69859,-10.115374,-9.496395,-8.765282,-8.040855,-7.223406,-6.361531,-5.507674,-4.543698,-3.626714
第209节龙身y (m),-1.582088,-0.584681,0.413914,1.409878,2.399388,3.378637,4.343845,5.291273,6.217242,7.118142,7.990451,8.830746,9.63572,10.402192,11.127123,11.807626,12.440982,13.024648,13.556268,14.033686,14.454954,14.818341,15.122341,15.365679,15.54732,15.666473,15.722595,15.715394,15.644835,15.511135,15.314772,15.056477,14.737236,14.358287,13.921115,13.42745,12.879258,12.278737,11.628305,10.930597,10.188452,9.404901,8.583158,7.726606,6.838787,5.923383,4.984204,4.025173,3.05031,2.063714,1.069549,0.072024,-0.924626,-1.916151,-2.898313,-3.866899,-4.817739,-5.746726,-6.649833,-7.523134,-8.362817,-9.165202,-9.926761,-10.644132,-11.314134,-11.933784,-12.500309,-13.011162,-13.464032,-13.856856,-14.187833,-14.455427,-14.658384,-14.795729,-14.866782,-14.871156,-14.808762,-14.679813,-14.484822,-14.224606,-13.900278,-13.513246,-13.065213,-12.558162,-11.994356,-11.376326,-10.706862,-9.988998,-9.226007,-8.421377,-7.578807,-6.70218,-5.795556,-4.863144,-3.909293,-2.938464,-1.955212,-0.96417,0.029983,1.022533,2.008762,2.968713,3.897006,4.819754,5.730684,6.614942,7.463234,8.278436,9.050654,9.779113,10.50653,11.03817,11.392917,11.772982,12.305226,12.928744,13.339105,13.605087,13.820779,13.953395,14.020468,14.015747,13.944483,13.79296,13.582109,13.299982,12.936713,12.539157,12.037783,11.504116,10.90963,10.229064,9.553852,8.765753,7.971974,7.14241,6.228447,5.36044,4.387732,3.432557,2.476466,1.446376,0.497031,-0.5317,-1.524737,-2.481096,-3.491113,-4.397081,-5.34377,-6.241569,-7.070565,-7.923354,-8.663225,-9.400041,-10.07746,-10.667145,-11.243805,-11.713445,-12.140471,-12.49869,-12.768326,-12.985938,-13.115115,-13.174755,-13.156972,-13.068882,-12.894018,-12.657983,-12.344074,-11.946001,-11.511966,-10.967628,-10.39312,-9.752957,-9.026158,-8.307246,-7.471647,-6.635895,-5.764579,-4.811509,-3.911023,-2.907811,-1.92994,-0.957513,0.081672,1.031508,2.050732,3.025345,3.952393,4.919865,5.775911,6.654783,7.47532,8.215684,8.960143,9.588537,10.19157,10.725114,11.164366,11.56578,11.863293
第210节龙身x (m),-15.881402,-16.032981,-16.123393,-16.152233,-16.119327,-16.024741,-15.868776,-15.651969,-15.375096,-15.039164,-14.645413,-14.195312,-13.690551,-13.133042,-12.524904,-11.868464,-11.166244,-10.420953,-9.63548,-8.81288,-7.956364,-7.069289,-6.155141,-5.217527,-4.260159,-3.286837,-2.301441,-1.307907,-0.310221,0.687607,1.681548,2.667579,3.641697,4.599932,5.538368,6.453156,7.340531,8.196831,9.018505,9.802139,10.544458,11.242354,11.892888,12.493311,13.041071,13.53383,13.969471,14.346109,14.662101,14.916055,15.106834,15.233566,15.295646,15.292743,15.2248,15.09204,14.89496,14.634337,14.311224,13.926943,13.483089,12.981515,12.424336,11.81391,11.152839,10.443952,9.690299,8.895134,8.061906,7.194243,6.295938,5.37093,4.423292,3.457211,2.476968,1.486925,0.4915,-0.504849,-1.497644,-2.482411,-3.454695,-4.410081,-5.344221,-6.252845,-7.131787,-7.977003,-8.78459,-9.550806,-10.272085,-10.945061,-11.566578,-12.13371,-12.643773,-13.094344,-13.483268,-13.808675,-14.068986,-14.262926,-14.389528,-14.448146,-14.438451,-14.362199,-14.223154,-14.017687,-13.74427,-13.405653,-13.005514,-12.542341,-12.021468,-11.443573,-10.764405,-10.188053,-9.757155,-9.245328,-8.41701,-7.201907,-6.152659,-5.264435,-4.27824,-3.340549,-2.361314,-1.343577,-0.394116,0.645722,1.614696,2.591481,3.589585,4.492552,5.455364,6.333912,7.185423,8.036565,8.778832,9.541372,10.215264,10.833464,11.425682,11.911143,12.374233,12.751874,13.057808,13.310106,13.473438,13.576256,13.601869,13.556602,13.431298,13.247291,12.977048,12.640006,12.250647,11.760449,11.248974,10.643733,9.982645,9.302455,8.510857,7.736581,6.880718,5.980848,5.103186,4.117597,3.183443,2.196894,1.180416,0.227059,-0.814873,-1.780021,-2.757888,-3.74775,-4.642582,-5.591937,-6.450097,-7.279944,-8.099008,-8.806961,-9.525319,-10.14888,-10.711504,-11.236256,-11.653101,-12.033946,-12.325135,-12.53934,-12.686823,-12.748154,-12.734571,-12.641916,-12.477416,-12.220097,-11.912157,-11.507605,-11.03658,-10.519805,-9.892584,-9.256941,-8.52591,-7.741849,-6.953437,-6.050997,-5.181497
第210节龙身y (m),-3.217683,-2.230582,-1.236023,-0.237792,0.760302,1.754436,2.740792,3.715571,4.675005,5.615375,6.533024,7.424372,8.285929,9.114313,9.906258,10.658631,11.368445,12.03287,12.649247,13.215097,13.728133,14.18627,14.587634,14.930573,15.213658,15.435699,15.595745,15.693089,15.727277,15.698104,15.605624,15.450144,15.232229,14.9527,14.61263,14.213344,13.756411,13.243644,12.67709,12.059024,11.39194,10.678545,9.921745,9.124636,8.290491,7.422751,6.525005,5.600982,4.654532,3.689614,2.710276,1.720641,0.724889,-0.27276,-1.268063,-2.256775,-3.234664,-4.19753,-5.141225,-6.061668,-6.954865,-7.816929,-8.644091,-9.432724,-10.179357,-10.880688,-11.533604,-12.135194,-12.682763,-13.173844,-13.606211,-13.977892,-14.287177,-14.532626,-14.713083,-14.827674,-14.875819,-14.857235,-14.771938,-14.620244,-14.402772,-14.120441,-13.774466,-13.366358,-12.897916,-12.371222,-11.788631,-11.152765,-10.466497,-9.732945,-8.955458,-8.137597,-7.283123,-6.395984,-5.480289,-4.540297,-3.580396,-2.60508,-1.618931,-0.626596,0.367231,1.342281,2.292722,3.245277,4.193829,5.123126,6.023406,6.897758,7.735621,8.536151,9.347525,9.949929,10.357344,10.799746,11.432432,12.202478,12.738721,13.110866,13.444049,13.688031,13.87107,13.986526,14.027064,13.997642,13.900241,13.732146,13.48503,13.192212,12.802122,12.369599,11.872726,11.289248,10.698232,9.996066,9.277632,8.516545,7.667402,6.851736,5.927966,5.011564,4.085584,3.078577,2.142108,1.118298,0.121019,-0.84799,-1.880885,-2.816195,-3.803173,-4.74918,-5.632388,-6.552099,-7.360772,-8.17808,-8.942589,-9.6212,-10.300676,-10.870316,-11.407341,-11.880696,-12.262182,-12.604932,-12.852303,-13.036356,-13.14634,-13.177705,-13.132977,-13.017089,-12.8245,-12.548788,-12.224941,-11.79701,-11.327226,-10.787799,-10.15981,-9.525692,-8.775395,-8.012894,-7.2068,-6.313491,-5.459355,-4.497046,-3.54873,-2.595947,-1.567193,-0.617327,0.412297,1.407294,2.363771,3.373249,4.277078,5.216731,6.106423,6.921415,7.755283,8.473354,9.178662,9.821111,10.369212,10.894549,11.310888
第211节龙身x (m),-15.498625,-15.749782,-15.940949,-16.071341,-16.140402,-16.147805,-16.093462,-15.977519,-15.800359,-15.562603,-15.265107,-14.908959,-14.495479,-14.026214,-13.502931,-12.927614,-12.302456,-11.629852,-10.91239,-10.152842,-9.354157,-8.519443,-7.651965,-6.755124,-5.83245,-4.887589,-3.924284,-2.946363,-1.957728,-0.962334,0.035824,1.032727,2.024348,3.006669,3.975696,4.927477,5.858119,6.763799,7.640787,8.485457,9.294307,10.063967,10.791221,11.473017,12.106482,12.688932,13.217891,13.691095,14.106508,14.462327,14.756995,14.989209,15.157922,15.262356,15.301999,15.276616,15.186246,15.031207,14.812093,14.529778,14.185406,13.780396,13.316432,12.795458,12.219674,11.591523,10.913686,10.189069,9.420794,8.612184,7.766749,6.888177,5.980311,5.047138,4.092771,3.12143,2.137427,1.145142,0.14901,-0.846506,-1.836926,-2.817782,-3.784633,-4.733086,-5.658819,-6.557598,-7.425298,-8.257924,-9.051628,-9.802729,-10.507729,-11.163336,-11.766472,-12.314296,-12.804214,-13.233897,-13.601289,-13.904621,-14.14242,-14.31352,-14.417065,-14.45249,-14.422865,-14.327633,-14.164583,-13.934699,-13.640514,-13.280873,-12.859856,-12.378031,-11.796995,-11.294079,-10.913172,-10.455974,-9.706523,-8.588979,-7.609175,-6.77031,-5.829674,-4.926872,-3.975742,-2.978513,-2.040347,-1.004243,-0.030538,0.959239,1.979507,2.910716,3.912874,4.836428,5.740813,6.655174,7.462406,8.303075,9.057771,9.762368,10.451808,11.031383,11.601831,12.086714,12.501707,12.873361,13.148365,13.373998,13.519963,13.592321,13.593148,13.524046,13.375799,13.156445,12.877683,12.503463,12.094723,11.594138,11.031818,10.440142,9.738152,9.039963,8.256908,7.422438,6.598743,5.663245,4.767031,3.811025,2.816158,1.874158,0.834803,-0.137259,-1.131549,-2.148184,-3.076623,-4.072297,-4.982842,-5.874166,-6.766086,-7.54867,-8.356428,-9.071844,-9.732505,-10.366878,-10.889394,-11.390207,-11.800504,-12.135215,-12.41372,-12.596845,-12.716167,-12.752831,-12.713482,-12.589179,-12.401194,-12.122279,-11.77117,-11.365163,-10.85232,-10.31617,-9.683961,-8.991104,-8.281685,-7.45638,-6.649481
第211节龙身y (m),-4.82267,-3.856097,-2.875906,-1.885808,-0.889564,0.109031,1.106162,2.098005,3.080749,4.050603,5.003815,5.936686,6.845585,7.726962,8.577362,9.393443,10.171983,10.909899,11.604258,12.252288,12.851391,13.399154,13.893359,14.331993,14.713259,15.035582,15.297615,15.49825,15.636621,15.712108,15.724343,15.673211,15.558854,15.381668,15.142307,14.84168,14.480947,14.061519,13.585049,13.053433,12.468797,11.833493,11.15009,10.421363,9.650286,8.840019,7.993891,7.115398,6.208178,5.276003,4.322762,3.352446,2.369131,1.376961,0.38013,-0.617131,-1.610579,-2.59597,-3.569083,-4.525735,-5.461798,-6.373222,-7.256048,-8.106428,-8.920642,-9.695116,-10.426435,-11.111363,-11.746855,-12.330075,-12.858405,-13.329461,-13.741106,-14.091455,-14.378893,-14.602078,-14.75995,-14.851738,-14.876964,-14.835447,-14.727309,-14.55297,-14.313153,-14.008878,-13.641465,-13.212524,-12.723953,-12.177927,-11.576895,-10.923566,-10.220898,-9.472091,-8.680565,-7.849952,-6.984079,-6.086949,-5.162724,-4.215706,-3.250322,-2.271095,-1.28263,-0.305247,0.654853,1.62465,2.59826,3.560241,4.500489,5.422268,6.314492,7.176266,8.060568,8.725508,9.180007,9.678658,10.403036,11.308871,11.963439,12.436446,12.882309,13.23407,13.530302,13.764076,13.915605,14.008413,14.025556,13.97357,13.845791,13.661568,13.387978,13.06245,12.669973,12.19161,11.69298,11.086536,10.45352,9.771636,8.999344,8.247631,7.386011,6.521551,5.639049,4.669726,3.759769,2.755854,1.768985,0.801623,-0.238842,-1.18957,-2.20208,-3.182083,-4.106175,-5.07886,-5.944013,-6.829292,-7.669115,-8.42614,-9.19784,-9.858538,-10.497066,-11.078002,-11.565183,-12.027462,-12.388893,-12.694182,-12.929894,-13.079918,-13.165693,-13.171465,-13.102924,-12.95362,-12.744818,-12.43981,-12.081985,-11.65168,-11.132341,-10.593027,-9.939952,-9.262891,-8.53498,-7.715876,-6.921973,-6.016289,-5.113102,-4.195692,-3.194434,-2.260375,-1.237601,-0.238974,0.730745,1.765058,2.701215,3.685497,4.628967,5.504422,6.413118,7.208232,8.003324,8.743214,9.390306,10.030028,10.557547
第212节龙身x (m),-14.954862,-15.302831,-15.592602,-15.823022,-15.993155,-16.102297,-16.14997,-16.135931,-16.060172,-15.922922,-15.724647,-15.466049,-15.148065,-14.771865,-14.338848,-13.850636,-13.309074,-12.716219,-12.074333,-11.385881,-10.653516,-9.88007,-9.06855,-8.22212,-7.344092,-6.437914,-5.507157,-4.555501,-3.586722,-2.604674,-1.613278,-0.616506,0.381639,1.377133,2.365951,3.344081,4.307543,5.252403,6.174792,7.070918,7.937085,8.76971,9.565333,10.320639,11.032465,11.697822,12.3139,12.878088,13.387981,13.841394,14.23637,14.571191,14.844389,15.054747,15.201312,15.283396,15.300586,15.252739,15.139992,14.962757,14.721728,14.417869,14.052422,13.626898,13.14307,12.602972,12.008889,11.363347,10.669105,9.929144,9.146658,8.325034,7.467846,6.578835,5.661895,4.721058,3.760475,2.784399,1.797165,0.803175,-0.193127,-1.187271,-2.17478,-3.151195,-4.112091,-5.053099,-5.969925,-6.858375,-7.714367,-8.533956,-9.313353,-10.04894,-10.73729,-11.375184,-11.959628,-12.487866,-12.957398,-13.365987,-13.71168,-13.992809,-14.208011,-14.354416,-14.434362,-14.450374,-14.399589,-14.281224,-14.096639,-13.845055,-13.529251,-13.149682,-12.674296,-12.251366,-11.925432,-11.528863,-10.868165,-9.863011,-8.965738,-8.187488,-7.305092,-6.4494,-5.539306,-4.576199,-3.662189,-2.64408,-1.679103,-0.69007,0.338143,1.284564,2.311986,3.26751,4.211949,5.176509,6.037158,6.943873,7.768469,8.549228,9.325817,9.990987,10.660349,11.245237,11.763039,12.248383,12.630799,12.975665,13.239563,13.428202,13.554846,13.60139,13.577033,13.478335,13.314045,13.0611,12.760959,12.372283,11.916947,11.422496,10.820517,10.208826,9.510323,8.753835,7.996591,7.125433,6.280878,5.370118,4.412237,3.496221,2.475654,1.511914,0.516855,-0.510471,-1.45776,-2.48385,-3.432165,-4.37059,-5.320901,-6.165359,-7.049273,-7.844743,-8.592475,-9.325861,-9.945242,-10.557507,-11.079855,-11.529233,-11.933804,-12.235356,-12.485237,-12.650253,-12.736372,-12.746808,-12.681615,-12.532708,-12.307142,-12.018506,-11.628485,-11.200742,-10.67795,-10.088002,-9.46964,-8.735597,-8.005194
第212节龙身y (m),-6.380496,-5.444409,-4.488715,-3.517015,-2.532981,-1.540341,-0.54287,0.455627,1.451333,2.440426,3.4191,4.383576,5.330121,6.255057,7.154779,8.02577,8.864611,9.668003,10.432769,11.155878,11.834451,12.465776,13.047318,13.57673,14.051866,14.470786,14.831769,15.133319,15.374172,15.553303,15.66993,15.723521,15.713796,15.640729,15.504549,15.305743,15.045052,14.723474,14.342255,13.902891,13.40712,12.856918,12.254489,11.602263,10.902879,10.159185,9.374218,8.551197,7.693513,6.804709,5.888473,4.948617,3.989068,3.013847,2.027055,1.032855,0.035455,-0.960909,-1.951992,-2.933557,-3.901394,-4.851339,-5.779288,-6.681223,-7.553221,-8.391479,-9.192324,-9.952237,-10.667865,-11.336036,-11.953777,-12.518326,-13.027146,-13.477938,-13.86865,-14.197493,-14.462943,-14.663757,-14.798974,-14.867924,-14.870232,-14.805823,-14.67492,-14.478049,-14.216036,-13.890006,-13.501378,-13.051862,-12.543452,-11.97842,-11.359303,-10.688899,-9.970249,-9.206628,-8.401533,-7.558661,-6.681902,-5.775313,-4.843106,-3.889627,-2.919333,-1.952329,-0.995107,-0.020779,0.965082,1.947039,2.914787,3.87172,4.806378,5.717823,6.663126,7.381595,7.876999,8.4251,9.231248,10.260377,11.024163,11.591399,12.143633,12.598139,13.003265,13.351888,13.612077,13.825563,13.956754,14.021334,14.014394,13.941084,13.787548,13.573328,13.290517,12.923764,12.524345,12.021987,11.483179,10.890024,10.205431,9.528286,8.741043,7.940853,7.114471,6.196783,5.326493,4.357051,3.394985,2.443441,1.410713,0.458616,-0.564397,-1.563786,-2.514921,-3.525947,-4.434499,-5.374303,-6.276619,-7.10044,-7.952454,-8.693953,-9.424009,-10.103382,-10.688529,-11.262931,-11.732564,-12.154063,-12.511527,-12.777575,-12.992181,-13.119212,-13.175475,-13.154605,-13.063851,-12.886281,-12.645812,-12.331207,-11.928546,-11.492444,-10.946851,-10.365943,-9.727805,-8.996026,-8.275146,-7.440757,-6.597409,-5.730386,-4.773098,-3.87029,-2.87136,-1.885782,-0.919096,0.122605,1.075219,2.087358,3.068443,3.989284,4.957072,5.815381,6.686326,7.510609,8.245202,8.987864,9.617046
第213节龙身x (m),-14.255992,-14.697024,-15.08224,-15.410133,-15.679405,-15.888978,-16.037997,-16.125834,-16.152094,-16.116616,-16.019473,-15.860977,-15.641676,-15.362354,-15.024028,-14.627949,-14.175594,-13.668663,-13.109074,-12.498957,-11.840646,-11.13667,-10.389746,-9.602769,-8.778799,-7.921055,-7.032895,-6.117814,-5.179419,-4.221426,-3.24764,-2.261938,-1.268261,-0.270593,0.727054,1.720654,2.706186,3.679647,4.637072,5.574548,6.488231,7.374361,8.22928,9.049446,9.831449,10.572025,11.26807,11.916656,12.515041,13.060685,13.551257,13.984652,14.358994,14.672651,14.924242,15.11264,15.236985,15.296683,15.291413,15.221131,15.086069,14.886735,14.623918,14.298679,13.912351,13.466539,12.963105,12.404171,11.792105,11.129515,10.419239,9.664331,8.868051,8.033854,7.165372,6.266399,5.340878,4.392884,3.426602,2.446317,1.456386,0.461226,-0.534708,-1.526942,-2.511007,-3.482453,-4.436874,-5.369928,-6.277354,-7.154996,-7.998821,-8.804936,-9.569611,-10.289295,-10.960633,-11.580485,-12.14594,-12.654329,-13.103246,-13.490553,-13.814396,-14.069649,-14.257897,-14.384707,-14.44661,-14.441074,-14.368272,-14.227821,-14.021166,-13.748646,-13.384981,-13.04748,-12.780737,-12.449952,-11.88664,-11.007104,-10.204249,-9.496981,-8.684631,-7.887552,-7.030778,-6.114852,-5.237442,-4.251246,-3.308244,-2.333587,-1.31166,-0.363182,0.675166,1.649269,2.620471,3.621595,4.523443,5.483273,6.365952,7.211632,8.06413,8.805214,9.563691,10.239966,10.852892,11.44466,11.928704,12.387522,12.765234,13.067126,13.317433,13.478663,13.578257,13.601379,13.553715,13.425505,13.238164,12.966925,12.62513,12.235089,11.741941,11.225776,10.622198,9.954995,9.27558,8.481922,7.701849,6.850231,5.944024,5.068104,4.082122,3.141691,2.161411,1.13952,0.18832,-0.851928,-1.822915,-2.793427,-3.786851,-4.679535,-5.625247,-6.487777,-7.310295,-8.130572,-8.83651,-9.549963,-10.175533,-10.731909,-11.255555,-11.670242,-12.046193,-12.336475,-12.546284,-12.690917,-12.749273,-12.73252,-12.635957,-12.469256,-12.208341,-11.895995,-11.491259,-11.014057,-10.497146,-9.866793,-9.225336
